filename,pred_str
sample-001029.mp3,I'LL WORK ALL NIGHT UNTIL DAWN AND I'LL CLEAN EVERY PIECE OF CRYSTAL IN YOUR SHOP
sample-001030.mp3,WE'RE NOT ALLOWED TO TELL
sample-001031.mp3,HE WASN'T FARING MUCH BETTER
sample-001032.mp3,BUT THEY WERE NOT THERE
sample-001033.mp3,DON'T YOU KNOW THERE ARE NINE JOPS WAITING FOR THIS GUY
sample-001034.mp3,NO THAT'S NOT WHAT I MEAN
sample-001035.mp3,MOM TOOK GRANDMA TO THE GARDEN CENTER TO HEAR THE LATTER NAMES OF PLANTS
sample-001036.mp3,SANGA READ ALOUD THE STRANGE EXCERPT
sample-001037.mp3,THERE WAS ABSOLUTELY NO REASON FOR HER TO ANNOUNCE IT TO THE ENTIRE COM
sample-001038.mp3,THE CRIMINALS FONTED THE POLICE OF THE SUSAN PRISON TER
sample-001039.mp3,AND IN THAT WAY THE MONTHS PASSED
sample-001040.mp3,THE BOY BEGAN AGAIN TO READ HIS BOOK BUT HE WAS NO LONGER ABLE TO CONCENTRATE
sample-001041.mp3,CAN YOU IMAGINE THAT THAT'S A CREY
sample-001042.mp3,IN SOME PLACES THE GROUND WAS COVERED WITH THE SALT OF DRIEDUP LAKES
sample-001043.mp3,THEY WENT IN TO DRINK THE TEA WHICH WAS SERVED IN BEAUTIFUL CRYSTAL GLASSES
sample-001044.mp3,BY IS CERTAIN THE SORTE AS
sample-001045.mp3,STARTING WITH HIS OWN
sample-001046.mp3,THAT'S WHY I KEEP LOSING
sample-001047.mp3,WHAT HAD BEEN NEXT TO HIM FIVE MINUTES AGO WAS NOW AT THE OTHER SIDE
sample-001048.mp3,I DON'T TRUST ANYBODY
sample-001049.mp3,I'LL WORK ALL NIGHT UNTIL DAWN AND I'LL CLEAN EVERY PIECE OF CRYSTAL IN YOUR SHOP
sample-001050.mp3,BUT ARMS CANNOT BE DRAWN UNLESS THEY ALSO GO INTO BATTLE
sample-001051.mp3,BUT MOST THEY THOUGHT THAT ANOTHER METEORITE HAD DESCENDED
sample-001052.mp3,HE WANTED TO FORGET ABOUT THE VISION AND RETURN TO HIS MEDITATION
sample-001053.mp3,THE BOY PUT THE STONES IN HIS POUCH
sample-001054.mp3,THAT HE WANTED TO TRAVEL
sample-001055.mp3,I WENT STRETCHING MY LEGS CLUMSILY AND FEELING MY WAY INTO THE DARK
sample-001056.mp3,BUT THEN I REALIZED SHE COULDN'T HAVE BEEN
sample-001057.mp3,IF A PERSON IS LIVING OUT HIS DESTINY HE KNOWS EVERYTHING HE NEEDS TO KNOW
sample-001058.mp3,JUST A MEMORY RIGHT NOW IT SIGNIFIED SHADE WATER AND A REFUGE FROM THE WAR
sample-001059.mp3,THEY HAVE A CHEAP SAUSAGE AND FRIES OF THE BREWERIE TOMORROW
sample-001060.mp3,THEY'RE NOT MY SHEEP ANYMORE HE SAID TO HIMSELF WITHOUT NESTALGIAH
sample-001061.mp3,MAYBE THIS IS AN OMEN SAID THE ENGLISHMAN HALF ALOUD
sample-001062.mp3,THEY SEEMED TO LAUGH AT HIM AND HE LAUGHED BACK HIS HEART BURSTING WITH JOY
sample-001063.mp3,LASER TAG IS A GAME QUITE SIMILAR TO PAINTBALL
sample-001064.mp3,WHO'D YOU SAY IT WAS
sample-001065.mp3,YOU CAN'T GO ANY FARTHER ONE OF THEM SAID
sample-001066.mp3,I DO WON'T BELIEVE IT
sample-001067.mp3,BUT HE DIDN'T NEED TO WORRY ABOUT THAT RIGHT NOW
sample-001068.mp3,THE BOY DIDN'T KNOW WHAT TO SAY
sample-001069.mp3,EVIDENTLY WHERE THE FLOOR SHOW
sample-001070.mp3,IT'S NOT I THE WIND SPOKE ABOUT
sample-001071.mp3,THE BOY STEPPED CLOSER TO THE GIRL AND WHEN SHE SMILED HE DID THE SAME
sample-001072.mp3,THE BOY DO DDN'T KNOW WHAT TO SAID
sample-001073.mp3,CAN YOU GET IN THIS DESK
sample-001074.mp3,ELIE WAN FIRST BRICE IN THE SPENNING COMPETITION
sample-001075.mp3,WE DON'T KNOW WHAT'S IN THE CONFIDED THING DO YOU
sample-001076.mp3,BUT THE MERCHANT UNDERSTOOD WHAT THE BOY HAD SAID
sample-001077.mp3,I HEARD A PECULIAR HUMMING SOUND FROM THE PIT
sample-001078.mp3,THEY CAN'T HELP THEMSELVES
sample-001079.mp3,ON THE FIRST DAY HE RETURNED WITH A RABBIT AND ON THE SECOND WITH TWO BIRDS
sample-001080.mp3,THE GUY THOUGHT HE WAS A LUNATIC AT LARGE AND MADE AN UNSUCCESSFUL ATTEMPT TO STOP HIM
sample-001081.mp3,THERE WAS VERY LITTLE TALKING
sample-001082.mp3,I'M AN ALCHEMIST SIMPLY BECAUSE I'M AN ALCHEMIST HE SAID AS HE PREPARED THE MEAL
sample-001083.mp3,BUT THEY DON'T COUNT
sample-001084.mp3,ONLY CHRIS COULDN'T WAIT QUITE AS LONG AS THE OTHERS
sample-001085.mp3,NOW I WANT YOU TO SIGN THIS AGREEMENT
sample-001086.mp3,I REALLY DID IT QUITE BRILLIANTLY
sample-001087.mp3,HOLD ON A MINUTE
sample-001088.mp3,SUDDENLY HE DISAPPEARED AND I COULD HEAR A FAINT SHRIEK BEHIND THE WALLS
sample-001089.mp3,WHERE DO YOU LIVE SHOUTED THE BOY AS THE HORSEMAN RODE AWAY
sample-001090.mp3,AND HE ASKED THE BOY IF HE TOO WERE IN SEARCH OF THE ALCHEMIST
sample-001091.mp3,HE CAME TO UNDERSTAND ITS DODGES AND TRICKS AND TO ACCEPT IT AS IT WAS
sample-001092.mp3,YOU LIVED YOUR LIFE IN A LOVING WAY AND DIT WITH DEGINITY
sample-001093.mp3,BE CAREFUL WITH YOUR PROGNOSTICATIONS SAID THE STRANGER
sample-001094.mp3,AN LD WAS INDICATING THE PROXIMITY DETECTOR WAS WORKING PROPERLY
sample-001095.mp3,THAT'S WHAT KILLED HIM
sample-001096.mp3,AS SOON AS HE SAW ME AMONG THE CROWD HE CALLED TO ME TO COME DOWN
sample-001097.mp3,THERE WAS A TIME WHEN FOR MA A CAMEL'S WHINNYING WATH NOTHING MORE THAN WHINNYING
sample-001098.mp3,YOU HAVE BEEN STOPPING ME
sample-001099.mp3,I'M GOING TO THEM
sample-001100.mp3,THE ALCHEMIST WAS A BIT DAUNTING BUT AS THE BOY DRAGKED THE BINE ITA LAGE
sample-001101.mp3,THE STRANGER WAS SPEAKING OF THINGS THAT VERY FEW PEOPLE KNEW ABOUT
sample-001102.mp3,HIRES TWO PERSONAL TRAINERS AND MAKE ONE OF THEM TRAIN THE OTHER ONE
sample-001103.mp3,WHAT'S THE WORLD'S GRATEST LIE THE BOY ASKED COMPLETELY SURPRISED
sample-001104.mp3,THEY DIDN'T HAVE THE PRINTING PLACE IN THOSE DAYS</s>THE BOY ARGUE
sample-001105.mp3,BUT THE MERCHANT UNDERSTOOD WHAT THE BOY HAD SAID
sample-001106.mp3,THROUGHOUT THE ENTIRE DAY WE WILL BE ON THE LOOKOUT FOR OUR ENEMIES
sample-001107.mp3,THE EDERSON WAS A BOAT AND DELIGHTED ALL OF ROME WITH HIS BEAUTIFUL VASES
sample-001108.mp3,I'M GOING TO THEM
sample-001109.mp3,YOU'RE THE WOKE OF THE WOOLD
sample-001110.mp3,YOU SHOULD HAVE VALUATED IN A PERCEPTUAL EXPERIMENT
sample-001111.mp3,THEY'D NEVER LET YOU GO
sample-001112.mp3,EVEN THEN HE HARDLY UNDERSTOOD WHAT THIS MEANT
sample-001113.mp3,THEY RETURNED TO THE GATES OF THE MONASTERY
sample-001114.mp3,BUT THE ALCHEMIST CONTINUED TO LOOK TO THE HORIZON
sample-001115.mp3,THANK YOU VERY MUCH
sample-001116.mp3,SCATTERED GROUPS OF PEOPLE WERE HURRYING FROM THE DIRECTION OF WOLKIN
sample-001117.mp3,HE HAD DONE THIS FOR YEARS AND KNEW THE SCHEDULE OF EVERYONE WHO PASSED
sample-001118.mp3,THAT'S ALL MARK EVER TALKS ABOUT
sample-001119.mp3,IT BROUGHT IS HART HINTO HIS MOUTH
sample-001120.mp3,THE BURNING FIRE HAD BEEN EXTINGUISHED
sample-001121.mp3,HE LIVES AT THE EL FAYOUM OASIS HIS FRIEND HAD SAID
sample-001122.mp3,HEASAN EN SHORTIN'S BUSINESS
sample-001123.mp3,THEY DOWEVARGED WARNINGS ABOUT FIEVIS AND BARBARIAN TRIBES
sample-001124.mp3,THEY WERE KNOWN AS SEERS AND THEY WERE HELD IN FEAR BY WOMAN AND THE EL DELY
sample-001125.mp3,MOST OF THEM WERE STARING QUIETLY AT THE BIG TABLE
sample-001126.mp3,LOVE IS THE FALCON'S FLIGHT OVER YOUR SANDS
sample-001127.mp3,ABSOLUTELY DESPICABLE THAT GINGERBREAD MEN ARE FORCED TO LIVE IN HOUSES MADE OF THEIR OWN FLESH
sample-001128.mp3,FROM THEN ON HE WOULD MAKE HIS OWN DECISIONS
sample-001129.mp3,I HOLD THE POWER OF LIFE AND DEATH FOR EVERY PERSON I TAKE WITH ME
sample-001130.mp3,I HEARD A PECULIAR HUMMING SOUND FROM THE PIT
sample-001131.mp3,YOU KNEW THE WHOLE STORY
sample-001132.mp3,HE WAS ABOUT THE SAME AGE AND HATE AS THE BOY
sample-001133.mp3,MOLLABAT THESE INVISIBLE COSMIC CONNECTIONS THAT TRANSCEND TAME AND
sample-001134.mp3,DOWN BELOW IN THE DARKNESS WERE HUNDREDS OF PEOPLE SLEEPING IN PEACE
sample-001135.mp3,THEN SUDDENLY HE NOTICED IT WITH A START
sample-001136.mp3,THAT IS AN ANTELOPE MY SON
sample-001137.mp3,I SHALL MAKE US SOME ICE CUBES
sample-001138.mp3,THEN THE THING CAME UPON HIM IN A FLASH
sample-001139.mp3,IT HELPED ME TO TRUST IN PEOPLE THE ENGLISHMAN ANSWERED
sample-001140.mp3,I HAVE HAD THE SAME DREAM TWICE HE SAID
sample-001141.mp3,I DON'T TRUST ANYONE WHO SAYS THEY'VE NEVER HAD HAMBURGER ELFUR
sample-001142.mp3,BECAUSE YOU ARE TRYING TO REALIZE YOUR DESTINY
sample-001143.mp3,MANY TELESCOPES WERE POINTED AT IT
sample-001144.mp3,HE GOT UP EARLY WITH THE IDEA OF FINDING IT
sample-001145.mp3,DID YOU WANT TO SEE HER ABOUT SOMETHING IMPORTANT
sample-001146.mp3,SAYS FARAGE TO GO THE LIMUT
sample-001147.mp3,HE HAD FOUND WHAT HIS TREASURE WAS AND WAS FRIGHTENED AT WHAT MIGHT HAPPEN
sample-001148.mp3,WHAT ARE YOU DOING THERE
sample-001149.mp3,I'M YOUR GUARDIAN ANGEL
sample-001150.mp3,BUT HORSES TIRED BIT BY BIT
sample-001151.mp3,THE OLD MAN KNEW HOW TO READ AND HAD ALREADY READ THE BOOK
sample-001152.mp3,THE SUSPENSION BRIDGE WAS SWINGING IN THE GALE
sample-001153.mp3,THERE HAS BEEN A ROBBERY AT THE BURGLER SHOP IN DOWNTOWN
sample-001154.mp3,SHE KEEPS SAYING THAT SHE HAS NO REGRETS ABOUT MOVING BACK HOME BUT I'M NOT SURE IF ITS ENTIRELY TRUE
sample-001155.mp3,HE'S AFTER THE MONEY
sample-001156.mp3,DON'T ASK ME WHY I DON'T KNOW WHY
sample-001157.mp3,WHEN HE WAS A CHILD THAT MAN WANTED TO TRAVEL TO
sample-001158.mp3,SO HOW WILL WE NAME ALL THESE HURRICANES
sample-001159.mp3,THE TOP OF THE CYLINDER WAS ROTADING ON ITS BODY
sample-001160.mp3,LOTS OF SHEPHERDS PASSED THROUGH SELLING THEIR WOOL
sample-001161.mp3,SPEAK TO THE HANDS THAT WROTE ALL SAID THE SUN
sample-001162.mp3,THE FIRST RULE OF DON'T FIGHT CLUB IS LET'S TALK ABOUT IT
sample-001163.mp3,I WAS SITTING WITH MY BEST FRIEND WHEN HE ASKED ME HEY HANNAR CAN YOU DO ME A FAVOR
sample-001164.mp3,HE THOUGHT OF THE WOMAN WHO HAD TRUSTED IN THE DESERT
sample-001165.mp3,YOU WON'T HAVE ANY TROUBLE READING IT
sample-001166.mp3,WELL MON'S GONE KED SITTING AGAIN FOR THE WEEK AND IF YOU WANT TO COME OVER
sample-001167.mp3,THAT NIGHT THERE WAS NOT THE JETTING OF GAS FROM THE DISTANT PLANET
sample-001168.mp3,ANOTHER PERSON WAS THERE TO HELP HIM TOWARD HIS DESTINY
sample-001169.mp3,THE OLD MAN RETURNED THE BOOK TO THE BOY
sample-001170.mp3,THE MAN WIT WITH HAPPINESS
sample-001171.mp3,I AD NEVER HEARD OF BEFORE THE BOY SAID
sample-001172.mp3,HE WAITED PATIENTLY FOR THE MERCHANT TO AWAKEN AND OPEN THE SHOP
sample-001173.mp3,THEY DON'T SEE THAT THE FIELDS ARE NEW AND THE SEASONS CHANGE
sample-001174.mp3,AND YOU'VE TOLD ME NOTHING ALONG THE WAY SAID THE BOY
sample-001175.mp3,YOU'VE GOT LEAPSIC ALL OVER YOUR MOUTH
sample-001176.mp3,MACHINE GUN FIRE AWOKE THE FUGITIVES AND SENT THEM INTO A FRENZY
sample-001177.mp3,I THON DES ONE DOY IN OF FIELDS
sample-001178.mp3,I CAN'T PLEASE EVERYBODY
sample-001179.mp3,AS SOON AS HE SAW ME AMONG THE CROWD HE CALLED TO ME TO COME DOWN
sample-001180.mp3,SOME OF THOSE WHO SAW ITS FLIGHTS SAY DID TRAVEL WITH A HAZING SOUND
sample-001181.mp3,EVEN FROM A DISTANCE THEIR EYES CONVEYED THE STRENGTH OF THEIR TOULS
sample-001182.mp3,I NEED YOU TO PPEA SPONTANEOUS HE HAS CATTED ME OUT YOUR DING DIN
sample-001183.mp3,WE BEAT THE WHOLE COUNTRY ON THAT STORY
sample-001184.mp3,IT'S A CODE SAID THE BOY A BIT DISAPPOINTED
sample-001185.mp3,VIBRATIONS OF PEACE THROUGHOUT THE TENT
sample-001186.mp3,THE TIME MUST HAVE BEEN SOMEWHERE AROUND SIX O'CLOCK
sample-001187.mp3,IF HE MAKES A BUYING MISTAKE IT DOESN'T AFFECT HIM MUCH
sample-001188.mp3,USED TO HUNT RABBITS THERE MYSELF
sample-001189.mp3,THE GENIES WERE THE SPIRIT OF GOOD IN EVIL
sample-001190.mp3,NO THE ALCHEMIST ANSWERED
sample-001191.mp3,HE PUT HIS HEAD CLOGHED IN PLACE AND SECURED IT WITH A RING MADE OF CAMEL SKIN
sample-001192.mp3,IT DREW A DROPLET OF BLOOD
sample-001193.mp3,YOU CAN'T DO THAT
sample-001194.mp3,THE CAMEL DRIVER UNDERSTOOD WHAT THE BOY WAS SAYING
sample-001195.mp3,WOU CAN'T LET THE CHRONICLE GET THE LAUGH FROM US
sample-001196.mp3,IT LOOKED LIKE A RUSTY GASH FLOAT
sample-001197.mp3,WHEN HE REACHED THE TOP OF THE DUNE HIS HEART LEAPT
sample-001198.mp3,HIS WAY ISN'T THE SAME AS MINE NOR MINE AS HIS
sample-001199.mp3,SO HOW WILL WE NAME ALL THESE HURRICANES
sample-001200.mp3,THE LITTLE GIRL WANTED TO HAVE A BALLOON BUT WAS TOO SHY TO ASK
sample-001201.mp3,ARE YOU ALL RIGHT
sample-001202.mp3,HE SHOULD HAVE DECIDED TO BECOME A SHEPHERD THE BOY SAID
sample-001203.mp3,YOUR HAIR RATHER EARNY
sample-001204.mp3,THE STREAMER OF GAS CAME OUT TOWARDS US
sample-001205.mp3,MY WIFE POINTED OUT TO ME THE BRIGHTNESS OF THE RED GREEN AND YELLOW SIGNAL LIGHTS
sample-001206.mp3,OXYGEN IS IMPORTANT FOR US BUT SOME BACKTERIOR DON'T NEED IT AT ALL
sample-001207.mp3,BEING MURDERED IN COLD BLOOD ISN'T NONSENSE
sample-001208.mp3,I'M JUST YOUR LITTLE RENT COLLECTOR
sample-001209.mp3,HE QUICKLY PULLED HIS HANDS AWAY
sample-001210.mp3,WE COULD GET TO THE PYRAMIDS BY TOMORROW SAID THE OTHER TAKING THE MONEY
sample-001211.mp3,THE NEXT DAY THE BOY RETURNED TO THE WIRL HOPING TO SEE THE GIRL
sample-001212.mp3,THE BOY APPROACED HER TO ASK ABOUT THE ALCHEMIST
sample-001213.mp3,SO USUALLY A KEYPRESS INSTEAD OF A CLICK IS USED
sample-001214.mp3,IT'S IN ALL THE AFTERNOON PAPERS
sample-001215.mp3,IF YOU CAN CONCENTRATE ALWAYS ON THE PRESENT YOU'LL BE A HAPPY MAN
sample-001216.mp3,IT'S CALLED THA PRINCIPLE FAVORABILITY
sample-001217.mp3,YOU GOT THE MAYOR AND PULLMAN BACKED AGAINST A WALL
sample-001218.mp3,BUT AS HE SAW THEM LYING THERE ON THE GROUND ANOTHER PHRASE CAME TO HIS MIND
sample-001219.mp3,WHAT A TERRIBLE THING TO SAY
sample-001220.mp3,AND WHAT DO YOU DO IN SALEM HE INSISTED
sample-001221.mp3,BUT NOW THE SOUNDS INSIDE HAD SLAPPED
sample-001222.mp3,HE MOVED ABOUT INVISIBLE BUT EVERYONE COULD HEAR HIM
sample-001223.mp3,I'M SENDING IT OVER WITH BETH
sample-001224.mp3,YET IT WAS A LITTLE TOO LARGE FOR ASSURANCE
sample-001225.mp3,THAT'S THE WAY IT ALWAYS IS SAID THE OLD MAN
sample-001226.mp3,THERE'S THE PROFESSOR NOW
sample-001227.mp3,I THINK IT'S ALL BAT BID HUNTING NOW I SEE HOW THAT MIGHT BE MISINTERPRETED
sample-001228.mp3,HAVE YOU SEEN HIM
sample-001229.mp3,IT WAS THE FIRST TIME SHE HAD DONE THAT
sample-001230.mp3,IT WAS MY FEAR OF FAILURE THAT FIRST KEPT ME FROM ATTEMPTING THE MASTER WORK
sample-001231.mp3,WE'RE REFUGEES FROM THE TRIBAL WARS AND WE NEED MONEY THE OTHER FIGURE SAID
sample-001232.mp3,A LINE OF FLAME HIGH CAN BE SEEN IN THE ATMOSPHERE
sample-001233.mp3,THE LOAFERS AND GOLF CADDIES WERE USED TO HANGING OUT NEAR THE RAILWAY STATION
sample-001234.mp3,I WISH I COULD REMEMBER THE NAME OF THE COLD MILKY SOKI SERVED IN A BOX
sample-001235.mp3,I'VE BEEN LOOKING FOR YOU ALL MORNING HE SAID AS HE LED THE BOY OUTSIDE
sample-001236.mp3,WHY ARE YOU CARRYING MONEY ASKED THE TRIBESMAN WHEN HE HAD SEARCHED HA BOY'S BE
sample-001237.mp3,YOU ALL KNOW ME
sample-001238.mp3,USING SCRIPT LOCKERS IS GENERALLY A GOOD IDEA BUT IT TRIES THE USER TO LEARN A BIT
sample-001239.mp3,IT IS THE MOST VALUABLE STAMP IN THE WORLD
sample-001240.mp3,ALWAYS HEED THE OMENS THE OLD KING HAD SAID
sample-001241.mp3,I HAD SEEN ALL THAT IT WOULD PRESENTLY BRING ME
sample-001242.mp3,AND FOR WISE MEN GALD DOES THE METTL THAT EVOLVED THE FURTHEST
sample-001243.mp3,THE STRANGER WAS SPEAKING OF THINGS THAT VERY FEW PEOPLE KNEW ABOUT
sample-001244.mp3,FROM THE RAILWAY STATION IN THE DISTANCE CAME THE SOUND OF TRAINS RINGING AND RUMBLING
sample-001245.mp3,THE WOMAN SAID SHE HAD NEVER HEARD OF SUCH A PERSON AND HURRIED AWAY
sample-001246.mp3,AFTER ALL WHO DOESNT WANT TO OVERCOME NEW CHALLENGES AND THE CHIEF GREAT HEIGHTS
sample-001247.mp3,GIVE MY ONLY WER A PUBLIC KEY IT IS VERY HARD TO COMPUTE A PRIVATE ONE
sample-001248.mp3,THE SHOP FOLK WERE STUCKING DOWN THEIR SHUTTERS AND PEOPLE WERE OPENING THEIR BELLROOM WINDOW
sample-001249.mp3,THEY LOOKED FOR THE FALLEN MASS BUT FOUND NOTHING
sample-001250.mp3,THE TROUBLE WITH USING THIS FOR ALL ONSCREEN MOVEMENT IS THAT RECOGNITION ACCURACY ISN'T ALWAYS PERFECT
sample-001251.mp3,POTATOES ARE LESS SPAYSE SAVING THE ORABLE AND CHIEP THAN PASTA
sample-001252.mp3,SOMETIMES THEIR CARAVAN MET WITH ANOTHER
sample-001253.mp3,I HAD THE EVERYONE HAS GARYBUSEY'S TEETH DREAM AGAIN
sample-001254.mp3,MOST MATERIALITES ARE MORE OR LESS ROUNDED
sample-001255.mp3,YOU'VE GOT YOUR WATER MELON
sample-001256.mp3,THE BOY SMILED TO HIMSELF
sample-001257.mp3,AND THE FALCON THEN NOURISHES MAN
sample-001258.mp3,THE APPLES ARE IN THE BASKET NEAR THE DOOR ON YOUR WAY OUT
sample-001259.mp3,SHE'S KIND AND SWEET AND CONSIDERATE
sample-001260.mp3,YOU WANT THE MOON
sample-001261.mp3,HE WAS JUST AND GOOD
sample-001262.mp3,YOU HAVE A MANIA FOR SIMPLIFYING EVERYTHING ANSWERED THE ENGLISHMAN IRRITATED
sample-001263.mp3,THE BOY'S NAME WAS SANTIAGO
sample-001264.mp3,THE MONK LAUGHED WHEN HE SAW ME COME BACK IN TATDERS
sample-001265.mp3,PALM TREES GROWS TWICE AS BIG WARE
sample-001266.mp3,YOU'LL TAKE FIFTY AND LIKE IT
sample-001267.mp3,SO WE THEIR HEARTS SPEAK MORE AND MORE SOFTLY
sample-001268.mp3,THE ATMOSPHERE WAS SUFFACED WITH THE SWEET SCENT OF SMOKE
sample-001269.mp3,HE MADE US STAND AND WATCH HIM PAINT FOR LIKE AN HOUR
sample-001270.mp3,NOW I'M BEGINNING WHAT I COULD HAVE STARTED TEN YEARS AGO
sample-001271.mp3,AND THEN HE PERCEIVED IT VERY SLOWLY
sample-001272.mp3,EVERY SEARCH BEGINS WITH BEGINNER'S LUCK
sample-001273.mp3,HOW ABOUT THAT ONE THERE
sample-001274.mp3,THE HAND WITH THE WHIP POINTED TO THE SOUTH
sample-001275.mp3,DID YOU EVER WALK INTO THIS OFFICE
sample-001276.mp3,I REMEMBER ALL I SAT ON THE TABLE DURING THE BLACKNESS WITH PATCHES OF GREEN AND CRIMSON SWIMMING BEFORE MY EYES
sample-001277.mp3,HE BELIEVED IN OMENS
sample-001278.mp3,THE CAMEL DRIVER UNDERSTOOD WHAT THE BOY WAS SAYING
sample-001279.mp3,MY FRIEND BOUGHT ALL THE OTHER SHEEP IMMEDIATELY
sample-001280.mp3,THE BOY WAS SUDDENLY HAPPY TO BE THERE AT THE WAREHOUSE
sample-001281.mp3,HE  SEITS A NEWSPAPER EVERAMAN
sample-001282.mp3,YOU KNOW I'D TELL YOU IF I HAD IT
sample-001283.mp3,ANOTHER DREAMER SAID THE TICKET ZALATE'S ASSISTANT WATCHING THE BOY WALK AWAY
sample-001284.mp3,THEY REACHED THE CENTER OF THE LARGE PLAZA WHERE THE MARKET WAS HOWLED
sample-001285.mp3,AND BECAUSE THAT CHIBE STEKARED WAR I WANED TO GO AWAY SEEKING THE ALCHEMIST
sample-001286.mp3,I DON'T CARE WHAT HAPPENS TO ME
sample-001287.mp3,EVERY SEARCH BEGINS WITH BEGING ITS LUCK
sample-001288.mp3,WE RETURNED TO THE CEMETERY
sample-001289.mp3,THE DESERT WITH ITS ENDLESS MONOTONY PUT HIM TO DREAMING
sample-001290.mp3,LEMONS ON THIME SHOULD GO WELL
sample-001291.mp3,THEY CAN'T HELP THEMSELVES
sample-001292.mp3,I HAD THE EVERYONE HAS GARY BUSEY'S TEETH DREAM AGAIN
sample-001293.mp3,EVERYONE IS JUST STANDING BY THE BUILDING WAITING TO GET IN
sample-001294.mp3,THE OMENS HAD BEEN TRUE AFTER ALL
sample-001295.mp3,BUT INSTEAD OF BEING SADDENED HE WAS HAPPY
sample-001296.mp3,STRANGE IMAGES PASSED THROUGH MY MIND
sample-001297.mp3,IT MUST HAVE FALLEN WHILE I WAS SITTING OVER THERE
sample-001298.mp3,YOU'RE GOING TO RUN INTO THE GOVERNOR
sample-001299.mp3,I HOLD THE POWER OF LIFE AND DEATH FOR EVERY PERSON I TAKE WITH ME
sample-001300.mp3,MY FATHER OFFERED HER A JOB
sample-001301.mp3,HE'S TRYING TO TRICK YOU AGAIN
sample-001302.mp3,IT'S A COLD SAID THE BOY A BIT IS POINTED
sample-001303.mp3,TELL YOUR HEART THAT THE FEAR OF SUFFERING IS WORSE THAN THE SUFFERING ITSELF
sample-001304.mp3,I HAVE NEVER SEEN ARALPH'S CHILD BEFORE
sample-001305.mp3,WHAT ALLAR HELP TONIGHT
sample-001306.mp3,THEY WERE MEN OF THE DESERT AND THEY WERE FEARFUL OF SORCERERS
sample-001307.mp3,I'D BETTER SEE WHAT HE'S UP TO
sample-001308.mp3,YOUR DENNIST CALLED YESTERDAY
sample-001309.mp3,THAK WAS HIS WORK
sample-001310.mp3,THE CONVERSATION WAS INTERRUPTED BY THE WAREHOUSE BOSS
sample-001311.mp3,FANGRA READ ALOUD THIS STRANGE EXCERPT
sample-001312.mp3,STANLEY FELT EXHILARATED
sample-001313.mp3,I JUST DON'T TRUST ANYONE WHO SAYS THEY'VE NEVER HAD HAMBURGER HELPER
sample-001314.mp3,I WON'T EVER TELL A SOUL
sample-001315.mp3,TELL THEM IT'S A SERIOUS CASE OF DELIRIUM
sample-001316.mp3,IT WAS STARLIGHT AND I EXPLAINED THE SIGNS OF THE ZODIAC TO HER
sample-001317.mp3,I DON'T WANT ANYTHING FOR MYSELF
sample-001318.mp3,I JUST WANT TO DREAM ABOUT MECCA
sample-001319.mp3,NEVER GIVE UP
sample-001320.mp3,A PRACTICE OF INFIDELS HE SAID TO HIMSELF
sample-001321.mp3,YET EACH FELL TO HIS HEART BEAT A BIT FASTER
sample-001322.mp3,THE TWO MEN EXCHANGED SOME WORDS IN ARABIC AND THE BAR OWNER SEEMED IRRITATED
sample-001323.mp3,HEL WHAT DO OUS IH
sample-001324.mp3,STOP TREATING ME LIKE A CHILD
sample-001325.mp3,BUT I FOUND IT DIFFICULT TO GET TO WORK BECAUSE OF THE INVESTIGATIONS
sample-001326.mp3,THEY DON'T SEE THE FIELDS ARE NEW AND THE SEASONS CHANGE
sample-001327.mp3,DESPAIR IS SOMETHING THAT HAUNTS US AT NIGHT
sample-001328.mp3,BUT THAT'S WHAT YOU'RE DOING
sample-001329.mp3,THE THOUGHT WAS SO DREADFUL TO HIM THAT HE FORGOT ABRET TATE AND WENT FORWARD
sample-001330.mp3,TEAM FLOR WILL MEET U AT POINT B WITH TEAM 
sample-001331.mp3,YOU'LL BE THE COUNSELOR OF THE OASIS
sample-001332.mp3,TURN RUP THE WEIL LUOM
sample-001333.mp3,HIATING THE DERIT AND ESCAPE KEYS  I THINK
sample-001334.mp3,SHE COMES BY IT NATURALLY
sample-001335.mp3,DIDN'T I TELL YOU NEVER TO COME PAN HANDLING AROUND HERE
sample-001336.mp3,HOW IS BAZILA GONNA HANDLE AMBIGUITIES LIKE U AND Q
sample-001337.mp3,THE CLOSER HE GOT TO THE REALIZATION OF HIS DREAM THE MORE DIFFICULT THINGS BECAME
sample-001338.mp3,I'LL RETURN JUST AS YOUR FATHER CAME BACK TO YOUR MOTHER HE SAID
sample-001339.mp3,THEY FORMED HEATS THAT ARE VISIBLE A MILE AND A HALF AWAY
sample-001340.mp3,WHO IS IT FROM
sample-001341.mp3,LIKE EATING OR SLEEPING OR LIKE SEEKING LOV OR FINDING A JOB
sample-001342.mp3,MUCH BETTER SAID THE OLD MAN
sample-001343.mp3,NOW I WILL DRIFT GENTLY OFF TO DREAMLAND
sample-001344.mp3,NO ONE SEEMED TO HAVE THOUGHT ABOUT IT THAT NIGHT
sample-001345.mp3,AN'K ONNA SQUEAL
sample-001346.mp3,AY IN
sample-001347.mp3,WHAT WAS WRITTEN ON THE EMERALD TABLET THE BOY WANTED TO KNOW
sample-001348.mp3,SEEMS LIKE IT HOT TO BE FIXIBLE IN SOFT WAR
